ATP,Location,Tournament,date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,,,,,,
36,London,Wimbledon,20/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Ferrero J.C.,Delgado J.,31,212,7,6,6,1,6,4,,,,,3,0,Completed,1.28,3.5,1.28,3.55,1.2,4.25,1.25,3.2,1.3,4.05,,,,,,
36,London,Wimbledon,20/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Monfils G.,Okun N.,83,154,3,6,6,4,6,4,7,6,,,3,1,Completed,1.53,2.37,1.7,2.1,1.7,2.1,1.6,2,1.73,2.27,,,,,,
36,London,Wimbledon,20/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Hrbaty D.,Saulnier C.,25,48,7,6,6,0,6,2,,,,,3,0,Completed,1.83,1.83,1.88,1.88,1.95,1.8,1.7,1.9,2.05,1.87,,,,,,
36,London,Wimbledon,20/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Ancic M.,Summerer T.,17,178,6,3,7,5,6,1,,,,,3,0,Completed,1.05,9,1.1,6.5,1.07,7.19,1.1,5,1.1,9.5,,,,,,
36,London,Wimbledon,20/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Hernych J.,Blake J.,66,102,1,6,6,4,7,6,7,6,,,3,1,Completed,2.25,1.57,2.2,1.65,2.12,1.67,2.1,1.55,2.42,1.66,,,,,,
36,London,Wimbledon,20/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Lisnard J.R.,Hernandez O.,98,80,6,4,2,1,,,,,,,1,0,Retired,1.28,3.5,1.28,3.5,1.28,3.46,1.25,3.2,1.32,3.8,,,,,,
36,London,Wimbledon,20/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Gimelstob J.,Garcia A.,123,169,6,3,6,4,7,6,,,,,3,0,Completed,1.5,2.5,1.62,2.25,1.64,2.17,1.45,2.35,1.676,2.38,,,,,,
36,London,Wimbledon,20/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Massu N.,Sargsian S.,29,92,7,6,6,3,6,4,,,,,3,0,Completed,,,,,,,,,1.405,3.27,,,,,,
36,London,Wimbledon,20/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Philippoussis M.,Beck K.,142,43,7,5,6,4,6,2,,,,,3,0,Completed,1.66,2.1,1.7,2.1,1.75,2,1.7,1.9,1.85,2.08,,,,,,
36,London,Wimbledon,20/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Mayer F.,Ventura S.,57,110,6,4,7,5,6,2,,,,,3,0,Completed,1.06,8,1.08,7.25,1.1,6.75,1.05,6,1.09,9.68,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Murray A.,Bastl G.,312,146,6,4,6,2,6,2,,,,,3,0,Completed,,,,,,,1.5,2.2,,,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Coria G.,Behrend T.,18,84,6,1,6,2,6,2,,,,,3,0,Completed,1.14,5,1.15,5.25,1.15,5.5,1.1,5,1.17,6.33,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Santoro F.,Wawrinka S.,53,74,6,2,6,7,7,5,6,1,,,3,1,Completed,1.44,2.62,1.37,3,1.45,2.6,1.45,2.35,1.48,2.9,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Stepanek R.,Ginepri R.,13,73,6,7,6,3,6,3,6,2,,,3,1,Completed,1.33,3.25,1.3,3.4,1.25,3.9,1.3,2.9,1.32,3.83,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Calatrava A.,Ketola T.,125,225,6,4,7,6,6,4,,,,,3,0,Completed,4,1.22,4.65,1.18,4.06,1.21,3.6,1.2,5.15,1.22,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Novak J.,Wessels P.,28,79,7,6,6,3,6,4,,,,,3,0,Completed,1.57,2.25,1.5,2.55,1.55,2.35,1.5,2.2,1.61,2.53,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Bracciali D.,Karlovic I.,120,56,6,7,7,6,3,6,7,6,12,10,3,2,Completed,4,1.22,3.85,1.25,3.9,1.25,2.7,1.35,4.15,1.28,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Melzer J.,Ljubicic I.,38,16,6,4,6,4,6,4,,,,,3,0,Completed,2.62,1.44,2.45,1.53,2.53,1.48,2.2,1.5,2.61,1.59,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Udomchoke D.,Koubek S.,161,78,5,7,6,4,4,6,6,3,8,6,3,2,Completed,1.3,3.39,1.3,3.3,,,1.25,3.2,1.38,3.47,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Roddick A.,Vanek J.,4,100,6,1,7,6,6,2,,,,,3,0,Completed,1,17,1.02,12,1.02,25,1.01,10,1.01,51,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Sanguinetti D.,Seppi A.,64,88,6,3,6,2,6,1,,,,,3,0,Completed,1.5,2.5,1.55,2.4,1.6,2.3,1.5,2.2,1.61,2.54,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Andreev I.,Soderling R.,42,37,6,7,7,5,6,1,7,5,,,3,1,Completed,2.75,1.39,2.85,1.4,3.22,1.32,2.7,1.35,3.2,1.417,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Tursunov D.,Almagro N.,152,77,7,6,7,6,6,1,,,,,3,0,Completed,1.25,3.75,1.28,3.55,1.35,3.1,1.25,3.2,1.35,3.64,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Malisse X.,Marray J.,51,272,6,3,3,6,2,6,6,1,6,4,3,2,Completed,1.14,5,1.12,6,1.1,6.23,1.1,5,1.15,7.17,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Henman T.,Nieminen J.,9,70,3,6,6,7,6,4,7,5,6,2,3,2,Completed,1.1,6.5,1.1,6.5,1.13,5.5,1.1,5,1.12,8.8,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Lu Y.H.,Clement A.,153,121,7,6,0,6,6,1,3,6,6,3,3,2,Completed,3.25,1.33,2.85,1.4,3.12,1.34,2.9,1.3,3.24,1.41,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Gasquet R.,Kohlschreiber P.,20,61,6,3,3,6,6,3,6,2,,,3,1,Completed,1.11,6,1.12,6,1.13,5.5,1.1,5,1.13,7.95,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Tipsarevic J.,Haas T.,108,23,6,2,2,1,,,,,,,1,0,Retired,5.5,1.12,5.65,1.13,5.84,1.11,5,1.1,6.75,1.16,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Elseneer G.,Starace P.,191,86,6,3,7,6,6,3,,,,,3,0,Completed,1.28,3.5,1.25,3.85,1.28,3.46,1.25,3.2,1.3,4.05,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Popp A.,Haehnel J.,134,106,6,2,6,3,2,6,6,4,,,3,1,Completed,1.28,3.5,1.28,3.55,1.37,2.92,1.35,2.7,1.35,3.65,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Arthurs W.,Volandri F.,85,32,6,3,6,4,6,4,,,,,3,0,Completed,1.12,5.5,1.13,5.65,1.1,6.25,1.15,4,1.16,6.7,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Garcia-Lopez G.,Ferrer D.,81,15,6,3,6,2,7,6,,,,,3,0,Completed,2,1.72,1.93,1.83,1.85,1.9,1.8,1.8,2.06,1.86,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Hanescu V.,Carlsen K.,60,50,6,7,7,6,6,3,5,7,6,4,3,2,Completed,1.9,1.8,2,1.77,1.95,1.8,1.95,1.65,2.14,1.81,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Monaco J.,128,68,6,3,7,6,6,3,,,,,3,0,Completed,1.22,4,1.2,4.25,1.25,3.9,1.2,3.6,1.25,4.65,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Pavel A.,Karanusic R.,41,179,6,2,4,6,6,2,6,4,,,3,1,Completed,1.72,2,1.77,2,1.75,2.05,1.65,1.95,1.76,2.22,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Muller G.,Mantilla F.,69,76,5,4,,,,,,,,,0,0,Retired,1.25,3.75,1.25,3.85,1.28,3.46,1.25,3.2,1.27,4.35,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Kucera K.,Horna L.,157,55,4,6,6,3,6,3,6,4,,,3,1,Completed,1.57,2.25,1.62,2.25,1.6,2.3,1.5,2.2,1.6,2.56,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Nadal R.,Spadea V.,3,39,6,4,6,3,6,0,,,,,3,0,Completed,1.19,4.33,1.25,3.85,1.21,4.06,1.25,3.2,1.25,4.6,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Mirnyi M.,Schuettler R.,36,72,6,3,6,3,6,4,,,,,3,0,Completed,1.36,3,1.33,3.1,1.37,2.92,1.4,2.5,1.42,3.2,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Rochus O.,Goldstein P.,35,101,6,4,6,2,6,2,,,,,3,0,Completed,1.16,4.5,1.13,5.25,1.2,4.25,1.2,3.6,1.18,5.95,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Johansson T.,Ulihrach B.,22,119,6,3,6,2,6,2,,,,,3,0,Completed,1.06,8,1.06,8.5,1.1,6.75,1.05,6,1.09,10.57,,,,,,
36,London,Wimbledon,21/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Nalbandian D.,Sluiter R.,19,118,6,2,6,2,7,5,,,,,3,0,Completed,1.19,4.33,1.22,4.1,1.21,4.06,1.15,4,1.27,4.4,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,1st Round,5,Grosjean S.,Llodra M.,27,75,3,6,7,5,4,6,7,6,6,4,3,2,Completed,1.22,4,1.3,3.35,1.32,3.22,1.3,2.9,1.31,3.96,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrero J.C.,Lee H.T.,31,67,6,4,3,6,4,6,6,3,6,3,3,2,Completed,1.38,2.87,1.45,2.75,1.42,2.75,1.35,2.7,1.48,2.89,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Lopez F.,Sherwood D.,33,261,6,2,6,4,6,2,,,,,3,0,Completed,1.1,6.5,1.1,7,1.1,6.75,1.1,5,1.164,6.5,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Gimelstob J.,Massu N.,123,29,6,3,4,6,7,6,7,6,,,3,1,Completed,1.83,1.83,1.9,1.9,1.87,1.87,1.8,1.8,1.89,2.02,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Berdych T.,Burgsmuller L.,49,91,6,3,6,3,6,1,,,,,3,0,Completed,1.44,2.62,1.4,2.95,1.4,2.85,1.45,2.35,1.48,2.9,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Dent T.,Kim K.,30,71,6,3,6,4,6,4,,,,,3,0,Completed,1.28,3.5,1.28,3.65,1.3,3.35,1.25,3.2,1.34,3.65,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Safin M.,Philippoussis M.,5,142,7,6,7,6,6,4,,,,,3,0,Completed,1.39,2.75,1.37,3.1,1.42,2.73,1.45,2.35,1.43,3.12,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Minar I.,1,99,6,4,6,4,6,1,,,,,3,0,Completed,1.01,15,1.01,16,1.01,13.5,1.01,10,1.02,44.81,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Bjorkman J.,Davydenko N.,97,7,6,7,1,2,,,,,,,0,1,Retired,2,1.72,2,1.81,1.99,1.76,1.8,1.8,2.17,1.79,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Gonzalez F.,Zib T.,24,62,6,4,7,6,6,3,,,,,3,0,Completed,1.39,2.75,1.4,2.95,1.28,3.46,1.3,2.9,1.42,3.2,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Kiefer N.,di Mauro A.,26,93,6,3,7,5,6,3,,,,,3,0,Completed,1.1,6.5,1.1,7,1.13,5.5,1.1,5,1.14,7.41,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Hewitt L.,Hernych J.,2,66,6,2,7,5,3,6,6,3,,,3,1,Completed,1.05,9,1.04,11,1.05,8.5,1.05,6,1.07,13.5,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Youzhny M.,Lisnard J.R.,34,98,1,6,7,5,6,3,6,4,,,3,1,Completed,1.12,5.5,1.1,7,1.1,6.23,1.15,4,1.13,7.75,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Ancic M.,Udomchoke D.,17,161,7,6,3,6,6,3,6,3,,,3,1,Completed,1.03,11,1.02,14,1.04,9.25,1.05,6,1.03,21.2,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Mayer F.,Verdasco F.,57,59,7,6,7,5,6,3,,,,,3,0,Completed,2,1.72,2,1.77,2.12,1.67,1.85,1.75,2.15,1.8,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Johansson J.,Rusedski G.,10,40,7,6,3,6,6,4,7,6,,,3,1,Completed,1.57,2.25,1.7,2.15,1.7,2.1,1.65,1.95,1.66,2.41,,,,,,
36,London,Wimbledon,22/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Monfils G.,Hrbaty D.,83,25,6,3,6,3,2,6,7,5,,,3,1,Completed,2.5,1.5,2.4,1.57,2.6,1.45,2.2,1.5,2.82,1.5,,,,,,
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Novak J.,Santoro F.,28,53,5,1,4,6,7,6,6,3,,,3,1,Completed,1.57,2.25,1.6,2.35,1.64,2.17,1.6,2,1.6,2.58,,,,,,
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Andreev I.,Sanguinetti D.,42,64,6,4,6,2,3,6,6,3,,,3,1,Completed,1.53,2.37,1.7,2.15,1.7,2.1,1.75,1.85,1.69,2.35,,,,,,
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Gasquet R.,Elseneer G.,20,191,7,6,7,6,6,7,6,2,,,3,1,Completed,1.05,9,1.06,9,1.06,7.79,1.1,5,1.09,10.65,,,,,,
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Tursunov D.,Henman T.,152,9,3,6,6,2,3,6,6,3,8,6,3,2,Completed,7,1.08,6,1.13,5.2,1.15,4,1.15,7.28,1.14,,,,,,
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Mirnyi M.,Rochus O.,36,35,7,6,6,2,7,6,,,,,3,0,Completed,1.5,2.5,1.57,2.4,1.55,2.35,1.55,2.1,1.55,2.73,,,,,,
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Popp A.,Arthurs W.,134,85,6,3,6,7,3,6,7,6,14,12,3,2,Completed,2.37,1.53,2.6,1.5,2.3,1.6,2.2,1.5,2.6,1.59,,,,,,
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Muller G.,Nadal R.,69,3,6,4,4,6,6,3,6,4,,,3,1,Completed,8,1.06,6.5,1.11,5.84,1.11,4,1.15,8,1.13,,,,,,
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Coria G.,Malisse X.,18,51,3,6,6,3,7,5,6,7,6,4,3,2,Completed,1.72,2,1.77,2.05,1.7,2.1,1.55,2.1,1.79,2.17,,,,,,
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Johansson T.,Pavel A.,22,41,3,6,7,6,6,4,7,6,,,3,1,Completed,1.22,4,1.25,4,1.22,4,1.25,3.2,1.29,4.11,,,,,,
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Melzer J.,Calatrava A.,38,125,6,4,6,4,6,1,,,,,3,0,Completed,1.08,7,1.1,7,1.1,6.75,1.15,4,1.13,8.1,,,,,,
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Tipsarevic J.,Lu Y.H.,108,153,2,6,6,3,6,2,4,6,7,5,3,2,Completed,1.83,1.83,2.05,1.77,2,1.75,1.8,1.8,2.22,1.76,,,,,,
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Grosjean S.,Hanescu V.,27,60,6,3,6,4,6,2,,,,,3,0,Completed,1.22,4,1.3,3.5,1.3,3.35,1.3,2.9,1.29,4.1,,,,,,
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Garcia-Lopez G.,128,81,3,6,3,6,7,6,7,6,6,4,3,2,Completed,1.66,2.1,1.65,2.25,1.65,2.15,1.6,2,1.63,2.5,,,,,,
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Murray A.,Stepanek R.,312,13,6,4,6,4,6,4,,,,,3,0,Completed,3.25,1.33,3.55,1.28,3.46,1.28,2.9,1.3,3.7,1.333,,,,,,
36,London,Wimbledon,23/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Nalbandian D.,Kucera K.,19,157,6,2,6,4,6,3,,,,,3,0,Completed,1.14,5,1.17,5,1.15,5.2,1.2,3.6,1.23,4.92,,,,,,
36,London,Wimbledon,24/06/05,Grand Slam,Outdoor,Grass,2nd Round,5,Roddick A.,Bracciali D.,4,120,7,5,6,3,6,7,4,6,6,3,3,2,Completed,1.02,12,1.03,12,1.04,9.25,1.05,6,1.05,17.46,,,,,,
36,London,Wimbledon,24/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Lopez F.,Safin M.,33,5,6,4,7,6,6,3,,,,,3,0,Completed,5,1.14,4.25,1.22,4.06,1.21,3.2,1.25,4.7,1.24,,,,,,
36,London,Wimbledon,24/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Hewitt L.,Gimelstob J.,2,123,7,6,6,4,7,5,,,,,3,0,Completed,1.02,12,1.02,14,1.04,9.25,1.03,7,1.05,16,,,,,,
36,London,Wimbledon,24/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Dent T.,Berdych T.,30,49,6,3,7,6,6,3,,,,,3,0,Completed,1.39,2.75,1.53,2.5,1.56,2.34,1.45,2.35,1.6,2.58,,,,,,
36,London,Wimbledon,24/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Gonzalez F.,Johansson J.,24,10,6,4,6,4,6,2,,,,,3,0,Completed,3,1.36,2.85,1.42,2.93,1.41,2.5,1.4,2.96,1.46,,,,,,
36,London,Wimbledon,24/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Ancic M.,Monfils G.,17,83,6,3,6,3,6,1,,,,,3,0,Completed,1.14,5,1.17,5,1.2,4.25,1.15,4,1.21,5.3,,,,,,
36,London,Wimbledon,25/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Federer R.,Kiefer N.,1,26,6,2,6,7,6,1,7,5,,,3,1,Completed,1.01,13,1.03,12,1.05,7.75,1.02,8,1.04,20.97,,,,,,
36,London,Wimbledon,25/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Ferrero J.C.,Mayer F.,31,57,3,6,6,2,6,1,6,1,,,3,1,Completed,1.66,2.1,1.81,2,1.75,2,1.65,1.95,1.82,2.12,,,,,,
36,London,Wimbledon,25/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Mirnyi M.,Novak J.,36,28,5,7,7,5,6,4,7,6,,,3,1,Completed,1.36,3,1.35,3.2,1.4,2.85,1.4,2.5,1.38,3.43,,,,,,
36,London,Wimbledon,25/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Tursunov D.,Popp A.,152,134,5,7,7,6,6,2,6,2,,,3,1,Completed,2.1,1.66,2.2,1.67,2.35,1.55,2.2,1.5,2.42,1.66,,,,,,
36,London,Wimbledon,25/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Grosjean S.,Djokovic N.,27,128,7,5,6,4,5,7,6,4,,,3,1,Completed,1.14,5,1.16,5.25,1.14,5.19,1.2,3.6,1.17,6.3,,,,,,
36,London,Wimbledon,25/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Youzhny M.,Bjorkman J.,34,97,7,5,6,3,3,6,7,6,,,3,1,Completed,1.53,2.37,1.6,2.35,1.6,2.3,1.55,2.1,1.63,2.5,,,,,,
36,London,Wimbledon,25/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Roddick A.,Andreev I.,4,42,6,2,6,2,7,6,,,,,3,0,Completed,1.06,8,1.08,8,1.1,6.75,1.1,5,1.11,8.8,,,,,,
36,London,Wimbledon,25/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Nalbandian D.,Murray A.,19,312,6,7,1,6,6,0,6,4,6,1,3,2,Completed,1.33,3.25,1.3,3.5,1.31,3.2,1.25,3.2,1.426,3.15,,,,,,
36,London,Wimbledon,25/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Johansson T.,Tipsarevic J.,22,108,6,2,6,3,6,1,,,,,3,0,Completed,1.12,5.5,1.14,5.65,1.17,4.67,1.15,4,1.18,6,,,,,,
36,London,Wimbledon,25/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Gasquet R.,Muller G.,20,69,7,6,6,3,6,3,,,,,3,0,Completed,1.19,4.33,1.25,4,1.2,4.45,1.25,3.2,1.27,4.36,,,,,,
36,London,Wimbledon,25/06/05,Grand Slam,Outdoor,Grass,3rd Round,5,Coria G.,Melzer J.,18,38,3,6,3,6,6,2,6,2,6,4,3,2,Completed,1.57,2.25,1.62,2.3,1.6,2.3,1.6,2,1.62,2.51,,,,,,
36,London,Wimbledon,27/06/05,Grand Slam,Outdoor,Grass,4th Round,5,Nalbandian D.,Gasquet R.,19,20,6,4,7,6,6,0,,,,,3,0,Completed,2.75,1.39,2.5,1.53,2.35,1.55,2,1.6,2.67,1.57,,,,,,
36,London,Wimbledon,27/06/05,Grand Slam,Outdoor,Grass,4th Round,5,Johansson T.,Mirnyi M.,22,36,6,4,7,5,6,4,,,,,3,0,Completed,1.57,2.25,1.6,2.35,1.55,2.35,1.55,2.1,1.67,2.39,,,,,,
36,London,Wimbledon,27/06/05,Grand Slam,Outdoor,Grass,4th Round,3,Lopez F.,Ancic M.,33,17,6,4,6,4,6,2,,,,,3,0,Completed,3,1.36,3.2,1.35,2.85,1.4,2.5,1.4,3.29,1.4,,,,,,
36,London,Wimbledon,27/06/05,Grand Slam,Outdoor,Grass,4th Round,5,Hewitt L.,Dent T.,2,30,6,4,6,4,6,7,6,3,,,3,1,Completed,1.25,3.75,1.3,3.5,1.3,3.35,1.25,3.2,1.32,3.79,,,,,,
36,London,Wimbledon,27/06/05,Grand Slam,Outdoor,Grass,4th Round,5,Gonzalez F.,Youzhny M.,24,34,7,6,7,6,6,3,,,,,3,0,Completed,1.36,3,1.48,2.65,1.5,2.45,1.45,2.35,1.46,2.97,,,,,,
36,London,Wimbledon,27/06/05,Grand Slam,Outdoor,Grass,4th Round,5,Grosjean S.,Tursunov D.,27,152,6,4,6,7,6,3,3,6,6,1,3,2,Completed,1.22,4,1.25,4,1.21,4.06,1.2,3.6,1.27,4.25,,,,,,
36,London,Wimbledon,27/06/05,Grand Slam,Outdoor,Grass,4th Round,5,Roddick A.,Coria G.,4,18,6,3,7,6,6,4,,,,,3,0,Completed,1.1,6.5,1.1,7,1.1,6.75,1.1,5,1.14,7.5,,,,,,
36,London,Wimbledon,27/06/05,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Ferrero J.C.,1,31,6,3,6,4,7,6,,,,,3,0,Completed,1.02,12,1.04,11,1.05,8.5,1.05,6,1.07,11.9,,,,,,
36,London,Wimbledon,29/06/05,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Gonzalez F.,1,24,7,5,6,2,7,6,,,,,3,0,Completed,1.03,11,1.05,10,1.07,9.62,1.07,5.5,1.08,12.3,,,,,,
36,London,Wimbledon,29/06/05,Grand Slam,Outdoor,Grass,Quarterfinals,5,Hewitt L.,Lopez F.,2,33,7,5,6,4,7,6,,,,,3,0,Completed,1.36,3,1.4,2.95,1.41,3,1.35,2.7,1.43,3.13,,,,,,
36,London,Wimbledon,29/06/05,Grand Slam,Outdoor,Grass,Quarterfinals,5,Johansson T.,Nalbandian D.,22,19,7,6,6,2,6,2,,,,,3,0,Completed,2.25,1.57,2.25,1.65,2.35,1.63,1.95,1.65,2.3,1.71,,,,,,
36,London,Wimbledon,29/06/05,Grand Slam,Outdoor,Grass,Quarterfinals,5,Roddick A.,Grosjean S.,4,27,3,6,6,2,6,1,3,6,6,3,3,2,Completed,1.12,5.5,1.14,5.65,1.18,5.2,1.17,3.8,1.19,5.75,,,,,,
36,London,Wimbledon,1/7/05,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Hewitt L.,1,2,6,3,6,4,7,6,,,,,3,0,Completed,1.11,6.5,1.15,5.5,1.12,6.87,1.15,4,1.16,6.58,,,,,,
36,London,Wimbledon,2/7/05,Grand Slam,Outdoor,Grass,Semifinals,5,Roddick A.,Johansson T.,4,22,6,7,6,2,7,6,7,6,,,3,1,Completed,1.19,4.5,1.22,4.25,1.25,3.9,1.25,3.2,1.26,4.47,,,,,,
36,London,Wimbledon,3/7/05,Grand Slam,Outdoor,Grass,The Final,5,Federer R.,Roddick A.,1,4,6,2,7,6,6,4,,,,,3,0,Completed,1.14,5.5,1.14,5.5,1.15,5.25,1.15,4,1.186,5.89,,,,,,
35,London,Wimbledon,21/06/04,Grand Slam,Outdoor,Grass,1st Round,5,Santoro F.,Martin A.,53,61,7,5,6,2,3,6,6,2,,,3,1,Completed,1.4,2.75,1.5,2.5,1.45,2.6,1.4,2.3,1.535,2.67,,,,,,
